Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17
Pneumonia,chills,fatigue,cough,high fever,breathlessness,sweating,malaise,phlegm,chest pain,fast heart rate,bloody mucus,,,,,,
Pneumonia,fatigue,cough,high fever,breathlessness,sweating,malaise,phlegm,chest pain,fast heart rate,bloody mucus,,,,,,,
Pneumonia,chills,cough,high fever,breathlessness,sweating,malaise,phlegm,chest pain,fast heart rate,bloody mucus,,,,,,,
Pneumonia,chills,fatigue,high fever,breathlessness,sweating,malaise,phlegm,chest pain,fast heart rate,bloody mucus,,,,,,,
Pneumonia,chills,fatigue,cough,breathlessness,sweating,malaise,phlegm,chest pain,fast heart rate,bloody mucus,,,,,,,
Pneumonia,chills,fatigue,cough,high fever,sweating,malaise,phlegm,chest pain,fast heart rate,bloody mucus,,,,,,,
Pneumonia,chills,fatigue,cough,high fever,breathlessness,malaise,phlegm,chest pain,fast heart rate,bloody mucus,,,,,,,
Pneumonia,chills,fatigue,cough,high fever,breathlessness,sweating,phlegm,chest pain,fast heart rate,bloody mucus,,,,,,,
Dimorphic hemmorhoids(piles),constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,,,,,,,,,,,,
Dimorphic hemmorhoids(piles),constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,,,,,,,,,,,,
Dimorphic hemmorhoids(piles),constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,,,,,,,,,,,,
Dimorphic hemmorhoids(piles),pain during bowel movements,pain in anal region,bloody stool,irritation in anus,,,,,,,,,,,,,
Dimorphic hemmorhoids(piles),constipation,pain in anal region,bloody stool,irritation in anus,,,,,,,,,,,,,
Dimorphic hemmorhoids(piles),constipation,pain during bowel movements,bloody stool,irritation in anus,,,,,,,,,,,,,
Dimorphic hemmorhoids(piles),constipation,pain during bowel movements,pain in anal region,irritation in anus,,,,,,,,,,,,,
Dimorphic hemmorhoids(piles),constipation,pain during bowel movements,pain in anal region,bloody stool,,,,,,,,,,,,,
Dimorphic hemmorhoids(piles),constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,,,,,,,,,,,,
Dimorphic hemmorhoids(piles),constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,,,,,,,,,,,,
Heart attack,vomiting,breathlessness,sweating,chest pain,,,,,,,,,,,,,
Heart attack,vomiting,breathlessness,sweating,chest pain,,,,,,,,,,,,,
Heart attack,breathlessness,sweating,chest pain,,,,,,,,,,,,,,
Heart attack,vomiting,sweating,chest pain,,,,,,,,,,,,,,
Heart attack,vomiting,breathlessness,chest pain,,,,,,,,,,,,,,
Heart attack,vomiting,breathlessness,sweating,,,,,,,,,,,,,,
Heart attack,vomiting,breathlessness,sweating,chest pain,,,,,,,,,,,,,
Heart attack,breathlessness,sweating,chest pain,,,,,,,,,,,,,,
Heart attack,vomiting,sweating,chest pain,,,,,,,,,,,,,,
Heart attack,vomiting,breathlessness,chest pain,,,,,,,,,,,,,,
Varicose veins,fatigue,cramps,bruising,obesity,swollen legs,swollen blood vessels,veins on legs,,,,,,,,,,
Varicose veins,fatigue,cramps,bruising,obesity,swollen legs,swollen blood vessels,veins on legs,,,,,,,,,,
Varicose veins,cramps,bruising,obesity,swollen legs,swollen blood vessels,veins on legs,,,,,,,,,,,
Varicose veins,fatigue,bruising,obesity,swollen legs,swollen blood vessels,veins on legs,,,,,,,,,,,
Varicose veins,fatigue,cramps,obesity,swollen legs,swollen blood vessels,veins on legs,,,,,,,,,,,
Varicose veins,fatigue,cramps,bruising,swollen legs,swollen blood vessels,veins on legs,,,,,,,,,,,
Varicose veins,fatigue,cramps,bruising,obesity,swollen blood vessels,veins on legs,,,,,,,,,,,
Varicose veins,fatigue,cramps,bruising,obesity,swollen legs,veins on legs,,,,,,,,,,,
Varicose veins,fatigue,cramps,bruising,obesity,swollen legs,swollen blood vessels,,,,,,,,,,,
Varicose veins,fatigue,cramps,bruising,obesity,swollen legs,veins on legs,,,,,,,,,,,
Hypothyroidism,fatigue,weight gain,cold hands and feets,mood swings,lethargy,dizziness,puffy face,swollen neck,weak nails,swollen limbs,depression,irritability,irregular periods,,,,
Hypothyroidism,fatigue,weight gain,cold hands and feets,mood swings,lethargy,dizziness,puffy face,swollen neck,weak nails,swollen limbs,depression,irritability,irregular periods,,,,
Hypothyroidism,weight gain,cold hands and feets,mood swings,lethargy,dizziness,puffy face,swollen neck,weak nails,swollen limbs,depression,irritability,irregular periods,,,,,
Hypothyroidism,weight gain,cold hands and feets,mood swings,lethargy,dizziness,puffy face,swollen neck,weak nails,swollen limbs,depression,irritability,irregular periods,,,,,
Hypothyroidism,fatigue,cold hands and feets,mood swings,lethargy,dizziness,puffy face,swollen neck,weak nails,swollen limbs,depression,irritability,irregular periods,,,,,
Hypothyroidism,fatigue,weight gain,mood swings,lethargy,dizziness,puffy face,swollen neck,weak nails,swollen limbs,depression,irritability,irregular periods,,,,,
Hypothyroidism,fatigue,weight gain,cold hands and feets,lethargy,dizziness,puffy face,swollen neck,weak nails,swollen limbs,depression,irritability,irregular periods,,,,,
Hypothyroidism,fatigue,weight gain,cold hands and feets,mood swings,dizziness,puffy face,swollen neck,weak nails,swollen limbs,depression,irritability,irregular periods,,,,,
Hypothyroidism,fatigue,weight gain,cold hands and feets,mood swings,lethargy,puffy face,swollen neck,weak nails,swollen limbs,depression,irritability,irregular periods,,,,,
Hypothyroidism,fatigue,weight gain,cold hands and feets,mood swings,lethargy,dizziness,swollen neck,weak nails,swollen limbs,depression,irritability,irregular periods,,,,,
Hyperthyroidism,fatigue,mood swings,weight loss,restlessness,sweating,diarrhoea,fast heart rate,excessive hunger,muscle weakness,irritability,irregular periods,,,,,,
Hyperthyroidism,fatigue,mood swings,weight loss,restlessness,sweating,diarrhoea,fast heart rate,excessive hunger,muscle weakness,irritability,irregular periods,,,,,,
Hyperthyroidism,mood swings,weight loss,restlessness,sweating,diarrhoea,fast heart rate,excessive hunger,muscle weakness,irritability,irregular periods,,,,,,,
Hyperthyroidism,fatigue,weight loss,restlessness,sweating,diarrhoea,fast heart rate,excessive hunger,muscle weakness,irritability,irregular periods,,,,,,,
Hyperthyroidism,fatigue,mood swings,restlessness,sweating,diarrhoea,fast heart rate,excessive hunger,muscle weakness,irritability,irregular periods,,,,,,,
Hyperthyroidism,fatigue,mood swings,weight loss,sweating,diarrhoea,fast heart rate,excessive hunger,muscle weakness,irritability,irregular periods,,,,,,,
Hyperthyroidism,fatigue,mood swings,weight loss,restlessness,diarrhoea,fast heart rate,excessive hunger,muscle weakness,irritability,irregular periods,,,,,,,
Hyperthyroidism,fatigue,mood swings,weight loss,restlessness,sweating,fast heart rate,excessive hunger,muscle weakness,irritability,irregular periods,,,,,,,
Hyperthyroidism,fatigue,mood swings,weight loss,restlessness,sweating,diarrhoea,excessive hunger,muscle weakness,irritability,irregular periods,,,,,,,
Hyperthyroidism,fatigue,mood swings,weight loss,restlessness,sweating,diarrhoea,fast heart rate,muscle weakness,irritability,irregular periods,,,,,,,
Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea,blurry vision,excessive hunger,slurring,irritability,fast heart beat,,,,,,
Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea,blurry vision,excessive hunger,tingling lips,slurring,irritability,fast heart beat,,,,,
Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea,blurry vision,excessive hunger,tingling lips,slurring,irritability,fast heart beat,,,,,
Hypoglycemia,fatigue,anxiety,sweating,headache,nausea,blurry vision,excessive hunger,tingling lips,slurring,irritability,fast heart beat,,,,,,
Hypoglycemia,vomiting,anxiety,sweating,headache,nausea,blurry vision,excessive hunger,tingling lips,slurring,irritability,fast heart beat,,,,,,
Hypoglycemia,vomiting,fatigue,sweating,headache,nausea,blurry vision,excessive hunger,tingling lips,slurring,irritability,fast heart beat,,,,,,
Hypoglycemia,vomiting,fatigue,anxiety,headache,nausea,blurry vision,excessive hunger,tingling lips,slurring,irritability,fast heart beat,,,,,,
Hypoglycemia,vomiting,fatigue,anxiety,sweating,nausea,blurry vision,excessive hunger,tingling lips,slurring,irritability,fast heart beat,,,,,,
Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,blurry vision,excessive hunger,tingling lips,slurring,irritability,fast heart beat,,,,,,
Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea,excessive hunger,tingling lips,slurring,irritability,fast heart beat,,,,,,
Osteoarthristis,joint pain,neck pain,knee pain,hip joint pain,swelling joints,painful walking,,,,,,,,,,,
Osteoarthristis,joint pain,neck pain,knee pain,hip joint pain,swelling joints,painful walking,,,,,,,,,,,
Osteoarthristis,neck pain,knee pain,hip joint pain,swelling joints,painful walking,,,,,,,,,,,,
Osteoarthristis,joint pain,knee pain,hip joint pain,swelling joints,painful walking,,,,,,,,,,,,
Osteoarthristis,joint pain,neck pain,hip joint pain,swelling joints,painful walking,,,,,,,,,,,,
Osteoarthristis,joint pain,neck pain,knee pain,swelling joints,painful walking,,,,,,,,,,,,
Osteoarthristis,joint pain,neck pain,knee pain,hip joint pain,painful walking,,,,,,,,,,,,
Osteoarthristis,joint pain,neck pain,knee pain,hip joint pain,swelling joints,,,,,,,,,,,,
Osteoarthristis,joint pain,neck pain,knee pain,hip joint pain,swelling joints,painful walking,,,,,,,,,,,
Osteoarthristis,joint pain,neck pain,knee pain,hip joint pain,swelling joints,painful walking,,,,,,,,,,,
Arthritis,muscle weakness,stiff neck,swelling joints,movement stiffness,painful walking,,,,,,,,,,,,
Arthritis,muscle weakness,stiff neck,swelling joints,movement stiffness,painful walking,,,,,,,,,,,,
Arthritis,stiff neck,swelling joints,movement stiffness,painful walking,,,,,,,,,,,,,
Arthritis,muscle weakness,swelling joints,movement stiffness,painful walking,,,,,,,,,,,,,
Arthritis,muscle weakness,stiff neck,movement stiffness,painful walking,,,,,,,,,,,,,
Arthritis,muscle weakness,stiff neck,swelling joints,painful walking,,,,,,,,,,,,,
Arthritis,muscle weakness,stiff neck,swelling joints,movement stiffness,painful walking,,,,,,,,,,,,
Arthritis,muscle weakness,stiff neck,swelling joints,movement stiffness,,,,,,,,,,,,,
Arthritis,muscle weakness,stiff neck,swelling joints,movement stiffness,painful walking,,,,,,,,,,,,
Arthritis,muscle weakness,stiff neck,swelling joints,movement stiffness,painful walking,,,,,,,,,,,,
(vertigo) Paroymsal  Positional Vertigo,vomiting,headache,nausea,spinning movements,loss of balance,unsteadiness,,,,,,,,,,,
(vertigo) Paroymsal  Positional Vertigo,vomiting,headache,nausea,spinning movements,loss of balance,unsteadiness,,,,,,,,,,,
(vertigo) Paroymsal  Positional Vertigo,headache,nausea,spinning movements,loss of balance,unsteadiness,,,,,,,,,,,,
(vertigo) Paroymsal  Positional Vertigo,vomiting,nausea,spinning movements,loss of balance,unsteadiness,,,,,,,,,,,,
(vertigo) Paroymsal  Positional Vertigo,vomiting,headache,spinning movements,loss of balance,unsteadiness,,,,,,,,,,,,
(vertigo) Paroymsal  Positional Vertigo,vomiting,headache,nausea,loss of balance,unsteadiness,,,,,,,,,,,,
(vertigo) Paroymsal  Positional Vertigo,vomiting,headache,nausea,spinning movements,unsteadiness,,,,,,,,,,,,
(vertigo) Paroymsal  Positional Vertigo,vomiting,headache,nausea,spinning movements,loss of balance,,,,,,,,,,,,
(vertigo) Paroymsal  Positional Vertigo,vomiting,headache,nausea,spinning movements,loss of balance,unsteadiness,,,,,,,,,,,
(vertigo) Paroymsal  Positional Vertigo,vomiting,headache,nausea,loss of balance,unsteadiness,,,,,,,,,,,,
Acne,skin rash,pus filled pimples,blackheads,scurring,,,,,,,,,,,,,
Acne,skin rash,pus filled pimples,blackheads,scurring,,,,,,,,,,,,,
Acne,pus filled pimples,blackheads,scurring,,,,,,,,,,,,,,
Acne,skin rash,blackheads,scurring,,,,,,,,,,,,,,
Acne,skin rash,pus filled pimples,scurring,,,,,,,,,,,,,,
Acne,skin rash,pus filled pimples,blackheads,,,,,,,,,,,,,,
Acne,skin rash,pus filled pimples,blackheads,scurring,,,,,,,,,,,,,
Acne,skin rash,pus filled pimples,blackheads,,,,,,,,,,,,,,
Acne,skin rash,pus filled pimples,scurring,,,,,,,,,,,,,,
Acne,skin rash,blackheads,scurring,,,,,,,,,,,,,,
Urinary tract infection,burning pee,bladder discomfort,foul smell of urine,need to pee,,,,,,,,,,,,,
Urinary tract infection,burning pee,bladder discomfort,foul smell of urine,need to pee,,,,,,,,,,,,,
Urinary tract infection,bladder discomfort,foul smell of urine,need to pee,,,,,,,,,,,,,,
Urinary tract infection,burning pee,foul smell of urine,need to pee,,,,,,,,,,,,,,
Urinary tract infection,burning pee,bladder discomfort,need to pee,,,,,,,,,,,,,,
Urinary tract infection,burning pee,bladder discomfort,foul smell of urine,,,,,,,,,,,,,,
Urinary tract infection,burning pee,bladder discomfort,foul smell of urine,need to pee,,,,,,,,,,,,,
Urinary tract infection,burning pee,bladder discomfort,need to pee,,,,,,,,,,,,,,
Urinary tract infection,bladder discomfort,foul smell of urine,need to pee,,,,,,,,,,,,,,
Urinary tract infection,burning pee,bladder discomfort,need to pee,,,,,,,,,,,,,,
Psoriasis,skin rash,joint pain,skin peeling,silver like dusting,small dents in nails,inflammatory nails,,,,,,,,,,,
Psoriasis,skin rash,joint pain,skin peeling,silver like dusting,small dents in nails,inflammatory nails,,,,,,,,,,,
Psoriasis,joint pain,skin peeling,silver like dusting,small dents in nails,inflammatory nails,,,,,,,,,,,,
Psoriasis,skin rash,skin peeling,silver like dusting,small dents in nails,inflammatory nails,,,,,,,,,,,,
Psoriasis,skin rash,joint pain,silver like dusting,small dents in nails,inflammatory nails,,,,,,,,,,,,
Psoriasis,skin rash,joint pain,skin peeling,small dents in nails,inflammatory nails,,,,,,,,,,,,
Psoriasis,skin rash,joint pain,skin peeling,silver like dusting,inflammatory nails,,,,,,,,,,,,
Psoriasis,skin rash,joint pain,skin peeling,silver like dusting,small dents in nails,,,,,,,,,,,,
Psoriasis,skin rash,joint pain,skin peeling,silver like dusting,small dents in nails,inflammatory nails,,,,,,,,,,,
Psoriasis,skin rash,joint pain,skin peeling,silver like dusting,small dents in nails,inflammatory nails,,,,,,,,,,,
Impetigo,skin rash,high fever,blister,red sore around nose,yellow crust ooze,,,,,,,,,,,,
Impetigo,skin rash,high fever,blister,red sore around nose,yellow crust ooze,,,,,,,,,,,,
Impetigo,high fever,blister,red sore around nose,yellow crust ooze,,,,,,,,,,,,,
Impetigo,skin rash,blister,red sore around nose,yellow crust ooze,,,,,,,,,,,,,
Impetigo,skin rash,blister,red sore around nose,yellow crust ooze,,,,,,,,,,,,,
Impetigo,skin rash,high fever,red sore around nose,yellow crust ooze,,,,,,,,,,,,,
Impetigo,skin rash,high fever,blister,yellow crust ooze,,,,,,,,,,,,,
Impetigo,skin rash,high fever,blister,red sore around nose,,,,,,,,,,,,,
Impetigo,skin rash,high fever,blister,red sore around nose,yellow crust ooze,,,,,,,,,,,,
Impetigo,skin rash,blister,red sore around nose,yellow crust ooze,,,,,,,,,,,,,
Fungal infection,itching,skin rash,skin bumps,discolored skin patches,,,,,,,,,,,,,
Allergy,continuous sneezing,shivering,chills,watery eyes,,,,,,,,,,,,,
GERD,stomach pain,acidity,ulcers on tongue,vomiting,cough,chest pain,,,,,,,,,,,
Chronic cholestasis,itching,vomiting,yellowish skin,nausea,loss of appetite,abdominal pain,yellowing of eyes,,,,,,,,,,
Drug Reaction,itching,skin rash,stomach pain,burning pee,spotting urine,,,,,,,,,,,,
Peptic ulcer diseae,vomiting,indigestion,loss of appetite,abdominal pain,farting,itching inside,,,,,,,,,,,
AIDS,muscle wasting,patches in throat,high fever,extra marital contacts,,,,,,,,,,,,,
Diabetes ,fatigue,weight loss,restlessness,lethargy,irregular sugar level,blurry vision,obesity,excessive hunger,increased appetite,peeing a lot,,,,,,,
Gastroenteritis,vomiting,sunken eyes,dehydration,diarrhoea,,,,,,,,,,,,,
Bronchial Asthma,fatigue,cough,high fever,breathlessness,family history,mucus,,,,,,,,,,,
Hypertension ,headache,chest pain,dizziness,loss of balance,lack of concentration,,,,,,,,,,,,
Migraine,acidity,indigestion,headache,blurry vision,excessive hunger,stiff neck,depression,irritability,visual disturbances,,,,,,,,
Cervical spondylosis,back pain,weakness in limbs,neck pain,dizziness,loss of balance,,,,,,,,,,,,
Paralysis (brain hemorrhage),vomiting,headache,weakness of one body side,confusion,,,,,,,,,,,,,
Jaundice,itching,vomiting,fatigue,weight loss,high fever,yellowish skin,dark urine,abdominal pain,,,,,,,,,
Malaria,chills,vomiting,high fever,sweating,headache,nausea,diarrhoea,muscle pain,,,,,,,,,
Chicken pox,itching,skin rash,fatigue,lethargy,high fever,headache,loss of appetite,mild fever,swelled lymph nodes,malaise,red spots over body,,,,,,
Dengue,skin rash,chills,joint pain,vomiting,fatigue,high fever,headache,nausea,loss of appetite,pain behind the eyes,back pain,malaise,muscle pain,red spots over body,,,
Typhoid,chills,vomiting,fatigue,high fever,headache,nausea,constipation,abdominal pain,diarrhoea,sickly look,belly pain,,,,,,
hepatitis A,joint pain,vomiting,yellowish skin,dark urine,nausea,loss of appetite,abdominal pain,diarrhoea,mild fever,yellowing of eyes,muscle pain,,,,,,
Hepatitis B,itching,fatigue,lethargy,yellowish skin,dark urine,loss of appetite,abdominal pain,yellow urine,yellowing of eyes,malaise,blood transfusion,injections,,,,,
Hepatitis C,fatigue,yellowish skin,nausea,loss of appetite,yellowing of eyes,family history,,,,,,,,,,,
Hepatitis D,joint pain,vomiting,fatigue,yellowish skin,dark urine,nausea,loss of appetite,abdominal pain,yellowing of eyes,,,,,,,,
Hepatitis E,joint pain,vomiting,fatigue,high fever,yellowish skin,dark urine,nausea,loss of appetite,abdominal pain,yellowing of eyes,acute liver failure,unconscious,blood in vomit,,,,
